,id,title,overview,release_date,popularity,vote_average,vote_count
9390,101797,Night Drive,"Against the tranquil backdrop of a game reserve, South African thriller Night Drive tracks a group of tourists left stranded during a night-time game drive after their vehicle breaks down. As a series of terrifying events unfolds, the tourists realise that wild animals are the least of their fears.",2010-10-14,19.099,4.1,15
9391,190955,Blood Ties,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",2013-08-22,11.299,6.1,462
9392,9208,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",1996-02-09,14.796,6.0,1480
9393,11950,Cannonball Run II,"When a wealthy sheikh puts up $1 million in prize money for a cross-country car race, there is one person crazy enough to hit the road hard with wheels spinning fast. Legendary driver J.J. McClure enters the competition along with his friend Victor and together they set off across the American landscape in a madcap action-adventure destined to test their wits and automobile skills.",1984-06-29,16.796,5.4,312
9394,1094403,Malum,A rookie police officer willingly takes the last shift at a newly decommissioned police station in an attempt to uncover the mysterious connection between her father's death and a vicious cult.,2023-03-31,14.829,5.518,110
9395,874355,Gone in the Night,"Upon arriving at a remote cabin in the redwoods, Kath and her boyfriend find a mysterious younger couple already there — the rental has apparently been double-booked. They decide to share the cabin with these strangers until the next morning, but her boyfriend disappears with the young woman, which sends Kath in a spiral to find an explanation for their sudden breakup — but the truth is far stranger than she could have imagined.",2022-07-15,12.817,5.6,125
9396,15566,Surviving Christmas,"Drew Latham is an executive leading an empty, shallow life with only wealth on his side. Facing another lonely Christmas ahead, he revisits his old childhood home in the hope of reliving some old holiday memories – but he finds that the house in which he was raised is no longer the home in which he grew up.",2004-09-21,11.796,5.7,519
9397,335788,Renegades,"In the midst of the Balkan wars, a squad of Navy SEALs attempts to unravel a long-forgotten mystery after discovering an enormous treasure trove hidden at the bottom of a lake in Serbia.",2017-08-21,12.801,5.576,327
9398,14047,The Great Debaters,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African-American college students into a historical powerhouse that took on the Harvard elite.,2007-12-25,14.297,7.3,614
9399,9980,Maximum Overdrive,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",1986-07-25,15.795,5.8,741
9400,9980,Maximum Overdrive,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",1986-07-25,13.634,5.8,741
9401,1255187,Living with Leopards,A film crew follows two leopard cubs as they make the fascinating journey from infancy into adulthood in this up-close-and-personal nature documentary.,2024-05-09,13.633,7.724,29
9402,37725,It's a Boy Girl Thing,"A visit to a natural history museum proves catastrophic for two high school rivals, an overachiever and a jock, when an ancient Aztec statue casts a spell that causes them to switch bodies and see exactly what it's like to walk in the other's shoes.",2006-07-15,13.633,6.5,1031
9403,15674,Sabrina the Teenage Witch,"A girl, sent by her parents to live with her two eccentric aunts, finds out on her sixteenth birthday that she is a witch.",1996-04-07,13.633,6.7,318
9404,13785,Best in Show,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them.",2000-09-29,13.633,6.9,567
9405,429189,Wonder Wheel,"The story of four characters whose lives intertwine amid the hustle and bustle of the Coney Island amusement park in the 1950s: Ginny, an emotionally volatile former actress now working as a waitress in a clam house; Humpty, Ginny’s rough-hewn carousel operator husband; Mickey, a handsome young lifeguard who dreams of becoming a playwright; and Carolina, Humpty’s long-estranged daughter, who is now hiding out from gangsters at her father’s apartment.",2017-12-01,13.628,6.404,1299
9406,28808,Detective Conan: The Last Wizard of the Century,"Kaitou Kid dares to challenge the police once more, setting his sights on the Russian Imperial Easter Egg. With the date, time, and place, the Osaka police force scrambles to stop him. But this time, Kid may have bitten off more than he can chew—Conan Edogawa, Heiji Hattori, and numerous others are also trying to get their hands on the jeweled egg.",1999-04-17,13.628,7.3,164
9407,574060,Gunpowder Milkshake,"To protect an 8-year-old girl, a dangerous assassin reunites with her mother and her lethal associates to take down a ruthless crime syndicate and its army of henchmen.",2021-07-14,13.626,6.3,991
9408,346709,Line of Duty,"Frank Penny is a disgraced cop looking for a shot at redemption. When the police chief's 11-year-old daughter is abducted, Frank goes rogue to try and save her. But to find the girl, Frank will need the help of Ava Brooks, whose live-streaming news channel is broadcasting Frank's every move.",2019-12-25,13.624,5.9,319
9409,1013609,The Anthrax Attacks: In the Shadow of 9/11,"Days after 9/11, letters containing fatal anthrax spores spark panic and tragedy in the US. This documentary follows the subsequent FBI investigation.",2022-09-08,13.622,6.5,32
9410,4551,Be Cool,"Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music executive along the way.",2005-03-04,13.622,5.454,868
9411,497984,Monster Hunt 2,"The sequel to Monster Hunt. Set in a world where monsters and humans co-exist, the franchise tells the story of Wuba, a baby monster born to be king. Wuba becomes the central figure in stopping an all-out monster civil war.",2018-02-16,13.621,6.7,126
9412,10361,Ginger Snaps 2: Unleashed,Brigitte has escaped the confines of Bailey Downs but she's not alone. Another werewolf is tailing her closely and her sister's specter haunts her. An overdose of Monkshood - the poison that is keeping her transformation at bay - leads to her being incarcerated in a rehabilitation clinic for drug addicts where her only friend is an eccentric young girl by the name of Ghost.,2004-01-30,13.619,6.4,312
9413,990,The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,1961-09-25,13.619,7.676,956
9414,13455,Push,"After his father, an assassin, is brutally murdered, Nick Gant vows revenge on Division, the covert government agency that dabbles in psychic warfare and experimental drugs. Hiding in Hong Kong's underworld, Nick assembles a band of rogue psychics dedicated to destroying Division. Together with Cassie, a teenage clairvoyant, Nick goes in search of a missing girl and a stolen suitcase that could be the key to accomplishing their mutual goal.",2009-02-04,13.617,6.2,2252
9415,703,Annie Hall,New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,1977-04-19,13.615,7.744,3853
9416,12504,The Outsider,"Philippe Jordan is a policeman prone to advancing the cause of justice by any means necessary. On his agenda is a powerful drug cartel working out of Paris and Marseilles, with a drug lord who is essentially inaccessible -- but not immortal.",1983-10-26,13.612,6.9,193
9417,4528,The Count of Monte Cristo,"Edmund Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the notorious island prison, Chateau d'If. While imprisoned, he meets the Abbe Faria, a fellow prisoner whom everyone believes to be mad. The Abbe tells Edmund of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbe dies, and Edmund escapes disguised as the dead body. Now free, Edmund must find the treasure the Abbe told him of, so he can use the new-found wealth to exact revenge on those who have wronged him.",1961-12-06,13.611,7.0,29
9418,1375427,Entre tu ojo y el mió,"""Entre tu ojo y el mío"" is a film made during the years 2023-24 from the obsession with confusing my father’s face with that of his pet, Theo.  For a while I was observing the relationship that both had, coming to think that the distance between one animal and the other was not so great.",2024-11-02,13.61,0.0,0
9419,1266909,Romance on the Ranch,"When starting a new chapter in her life, Sara didn't need any distractions. Selling her place, buying a camper, and heading West was what she felt she needed to find happiness again. When her truck breaks down in the mid-west, she is invited to park her camper on a family ranch while her truck is repaired. Here is where the distractions come in the form of two brothers, who are as different as night and day. Porter is young, strong, and eager to please.",2024-10-01,13.608,6.7,3
9420,4946,The Swimming Pool,"Set in a magnificent villa near a sun-drenched St. Tropez, lovers Jean-Paul and Marianne are spending a happy, lazy summer holiday. Their only concern is to gratify their mutual passion - until the day when Marianne invites her former lover and his beautiful teenage daughter to spend a few days with them. From the first moment, a certain uneasiness and tension begin to develop between the four, which soon escalates in a dangerous love-game.",1969-01-31,13.607,6.993,495
9421,17478,Dhoom,A gang of bikers headed by the cool-headed and arrogant Kabir is on a robbing spree in Mumbai.  ACP Jai Dixit is put in charge of the case and he recruits a bumbling bike mechanic and racer to help Jai nab them.,2004-08-27,13.606,6.2,197
9422,869855,H4Z4RD,"Noah loves his girlfriend Lea and their daughter Zita dearly, just about as much as his extremely pimped car with vanity plate “H4Z4RD”. When his cousin offers him a seemingly simple job as a driver, it soon turns into an unlikely and nerve-racking race through Antwerp, which can only result in the end of Noah, his family or the car…",2022-07-20,13.604,6.2,25
9423,7450,Titan A.E.,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",2000-06-16,13.604,6.6,1075
9424,287,Bull Durham,"Veteran catcher Crash Davis is brought to the minor league Durham Bulls to help their up and coming pitching prospect, ""Nuke"" Laloosh. Their relationship gets off to a rocky start and is further complicated when baseball groupie Annie Savoy sets her sights on the two men.",1988-06-15,13.603,6.6,566
9425,1376803,Bridging our times,"Chi-Lun, 27 years-old, loves trains. He is on the autistic spectrum. Studying maps and videos of transport systems in operation, he is well-versed in the transport routes of Taiwan. He, his sister and father are making plans for a train trip to Hualien after the easing of the pandemic. With a set destination in mind, he has to try to convince them. During the trip, his expressions are as fleeting as the view outside of the train window.",2024-11-02,13.602,0.0,0
9426,958752,To the Journey - Looking Back at Star Trek: Voyager,The documentary explores the legacy of Star Trek: Voyager (1995).,2024-11-07,13.602,0.0,0
9427,1266990,Kulong,"Vivamax beauties Jenn Rosa, Caris Manzano and Aica Veloso come together as friends who lock themselves in at a resort to write a sexy screenplay for a contest. But how can they write a sexy screenplay when none of them has had any sex for quite some time?",2024-05-24,13.601,5.5,2
9428,2517,Nobody Knows,"In a small Tokyo apartment, twelve-year-old Akira must care for his younger siblings after their mother leaves them and shows no sign of returning.",2004-08-07,13.599,7.986,518
9429,68341,Cold Fish,Shamoto runs a small tropical fish shop. When his daughter Mitsuko is caught shoplifting at a grocery store a man named Murata steps in to settle things between the girl and the store manager. Murata also runs a tropical fish shop and he and Shamoto soon become friendly. However Murata hides many dark secrets behind his friendly face.,2011-01-29,13.598,6.9,332
9430,30675,Planet Hulk,"When the Hulk's presence on Earth becomes too great a risk, the Illuminati trick him to board a shuttle destined for a planet where he will be able to live in peace, and launch it into space. The Hulk's struggle to escape causes the shuttle to malfunction and crash land on the planet Sakaar, however, where he is sold into slavery and trained as a gladiator.",2010-02-02,13.597,7.0,476
9431,11560,High Crimes,"A female attorney learns that her husband is really a marine officer awol for fifteen years and accused of murdering fifteen civilians in El Salvador. Believing her husband when he tells her that he's being framed as part of a U.S. Military cover-up, the attorney defends him in a military court.",2002-04-05,13.597,6.3,777
9432,523607,Maestro,"A towering and fearless love story chronicling the lifelong relationship between Leonard Bernstein and Felicia Montealegre Cohn Bernstein. A love letter to life and art, Maestro at its core is an emotionally epic portrayal of family and love.",2023-11-22,13.596,6.379,693
9433,17281,Gigi,"A home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy.",1958-05-15,13.596,6.2,313
9434,34204,Return to Halloweentown,"As Halloweentown prepares to celebrate its 1,000th anniversary, Marnie Piper and her brother Dylan return to Witch University, where trouble is in session from the Sinister Sisters and from someone who's plotting to use Marnie's powers for evil.",2006-10-20,13.595,6.7,591
9435,59210,The Mother,"A grandmother has a passionate affair with a man half her age, who is also sleeping with her daughter.",2003-11-14,13.593,6.1,55
9436,10350,Wing Commander,"The Hollywood version of the popular video game series ""Wing Commander"". Unlike other video games to feature film transitions, series creator Chris Roberts was heavily involved in the film's creation. This is the story of Christopher Blair and Todd ""Maniac"" Marshall as they arrive at the Tiger Claw and are soon forced to stop a Kilrathi fleet heading towards Earth.",1999-03-11,13.593,4.8,248
9437,12819,Alpha and Omega,"Two young wolves at opposite ends of their pack's social order are thrown together into a foreign land and need each other to return home, but love complicates everything.",2010-09-16,13.591,5.9,504
9438,246080,Black Sea,"A rogue submarine captain pulls together a misfit crew to go after a sunken treasure rumored to be lost in the depths of the Black Sea. As greed and desperation take control on-board their claustrophobic vessel, the increasing uncertainty of the mission causes the men to turn on each other to fight for their own survival.",2014-12-05,13.59,6.3,1082
9439,369300,The Limehouse Golem,A series of murders has shaken the community to the point where people believe that only a legendary creature from dark times – the mythical Golem – must be responsible.,2016-10-18,13.589,6.2,630
9440,14671,Summer School,"A high-school gym teacher has big plans for the summer, but is forced to cancel them to teach a ""bonehead"" English class for misfit goof-off students. Fortunately, his unconventional brand of teaching fun field trips begins to connect with them, and even inspires ardor in some.",1987-07-22,11.788,6.4,249
9441,793285,God's Not Dead: We The People,Reverend Dave has to defend himself and a group of Christian homeschooling families after an inspection by local government officials.,2021-10-04,13.587,6.8,123
9442,18555,Foxfire,The story of five teenage girls who form an unlikely bond after beating up a teacher who has sexually harassed them. They build a solid friendship but their wild ways begin to get out of control.,1996-08-23,16.038,6.035,128
9443,1135718,Bugaw,"Siblings Dolores and Isaac were known as the town's prostitutes But when a corrupt police officer holds them captive, they are forced to make a young girl named Lydia, the town's newest prostitute.",2023-07-07,13.586,2.0,3
9444,324560,Brimstone,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",2016-03-12,13.585,7.153,1119
9445,2654,In the Mouth of Madness,An insurance investigator begins discovering that the impact a horror writer's books have on his fans is more than inspirational.,1995-02-03,16.038,7.2,1639
9446,12618,Random Hearts,"After losing their spouses in a plane crash, an internal affairs cop and a congresswoman find each other's keys in each other's loved ones' possessions and discover that the two were having an affair.",1999-10-08,12.038,5.5,380
9447,11428,Sleepwalkers,"Charles Brady and his mother, Mary, are the last of a dying breed whose needs are not of this world.  They are Sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  That search takes them to the sleepy little town of Travis, Indiana, where beautiful teenager Tanya Robertson is about to become an unwilling pawn in their nightmarish fight for survival.",1992-04-10,16.287,6.035,531
9448,408620,Asura: The City of Madness,A shady cop finds himself in over his head when he gets caught between Internal Affairs and the city’s corrupt mayor.,2016-09-28,12.042,6.8,102
9449,18480,Brüno,Flamboyantly gay Austrian television reporter Bruno stirs up trouble with unsuspecting guests and large crowds through brutally frank interviews and painfully hilarious public displays of homosexuality.,2009-07-08,15.039,5.626,1688
9450,83686,The Words,"The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",2012-09-07,13.579,6.641,1167
9451,1106382,"Bau, Artist at War","Based on the true story of Joseph and Rebecca Bau whose wedding took place in the Plaszow concentration camp during WW2. Using his artistic skills in the camps, Joseph stays alive and helps hundreds to escape. Miraculously, he finds love in the midst of despair. Years later, when called to be a key witness in the trial of the brutal Nazi officer who tortured him and killed his father, Joseph is thrust back into vivid memories of the Holocaust. Now, he calls upon this love and resilience of spirit to face the ultimate demon of his past.",2024-11-01,12.502,0.0,0
9452,19457,The Yards,"In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.",2000-04-27,13.538,6.193,446
9453,19086,Delta Force 2: The Colombian Connection,"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",1990-08-24,13.536,5.4,197
9454,1179283,Kondal,"Manuel had to leave Munambam Harbour to work on St. Anthony's boat due to a serious problem in his hometown, Anchuthengu. Unexpected events on the boat changes the lives of Manuel and the people working there.",2024-09-13,13.573,3.0,1
9455,1012344,What Remains,A small town pastor is forced to reckon with an act of forgiveness when the convict he forgave for murdering his wife returns to town five years later.,2022-12-02,13.573,5.4,15
9456,881464,Fear PHarm 2,"Fear Pharm 2 picks up where Fear Pharm left off. Melanie has just gained consciousness to discover that she is being held hostage by the Walker family so they can harvest her special skin in order to create a breakthrough skin care cream, and business is booming. She's not alone, dozens of others are being held as well as family has plans to grow the business internationally!",2021-10-19,13.573,5.4,13
9457,643882,The Princess Switch: Switched Again,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",2020-11-19,13.573,6.8,861
9458,1375032,Poem for Three Voices,The film weaves “Poem for Three Voices” by Bhanu Kapil and dropped frames of a VHS tape of “New York: A Documentary Film” by Ric Burns to comment on the tape’s decaying state and somatic experience of living in New York.,2024-11-02,13.571,0.0,0
9459,1375436,Slideshow,"Slideshow reveals moments in time in the lives of strangers. Strangers to me, but maybe not to each other. Found in a Berlin flea market in the 1990's, these slides originated in the DDR (East Germany):an embossed DDR decorates the top of many of the vivid plastic slide frames.  The slides' photographic images were made of ephemeral materials. As objects, they have a certain graphic power, especially when illuminated on a light table.  Scattered among the boxed-up slides were also a few educational slides highlighting working sites. Additionally, there seem to be a few commercially produced images of soldiers, the border---these were in cardboard slide frames and may have been produced by West German companies.  Time and place are suggested---sometime before 1989, when the wall came down. Working with the slides, I came to feel that I knew some of the people. Many emerged across multiple slides. But I can only know their traces.",2024-11-02,13.57,0.0,0
9460,1375431,The Year,"A film where an alley acts as a calendar, charting the progression of a year. Mixed into the linearity is a rolodex of the everyday in no particular order.",2024-11-02,13.57,0.0,0
9461,1375414,Braided Sand,"What if the rock could be a lens? And if it’s not a question of if, but when?  Braided Sand engages the geologic materiality of imaging and communication technologies. There is no lens without sand, which itself is the result of millions of years of geologic activity. Filmed at a sand mine, a glass factory, and a nanotech laboratory, the film moves between observation and abstraction, juxtaposing human and geologic timescales, plunging the viewer into churning industrial environments to lay bare the weighty earthly bases of seemingly invisible and immaterial infrastructures.",2024-11-02,13.57,0.0,0
9462,1375409,When the Plug is Pulled Out and the Set is Cold,"Inspired by a Bill Viola essay which relates three different kinds of 'video black' to closing one's eyes, sleeping, and dying, this work thinks those states of darkness through rapidly failing and increasingly unsupported electronic equipment. Briefly remembered fantasy images, soft crackles of chromatic snow, and explosions of violent feedback form a death dream of analog video.",2024-11-02,13.57,0.0,0
9463,1375408,Trees on Sand,The shape of light that seeps through the trees and the texture of the sand that passes through them.,2024-11-02,13.57,0.0,0
9464,1375401,Two Sides of the Tortoise,"An explorer from the past (or present) arrives in the Galapagos Islands for the first time to have a tactile encounter with rocks and tortoises. In the darkness of the volcanic tunnels the beasts transfigure freely. Giant tortoises hold the mystery of the universe in the scars on their backs, and to their misfortune they are also a coveted food for hungry sailors who prowl the Pacific Ocean aimlessly.",2024-11-02,13.57,0.0,0
9465,20421,Rock-A-Doodle,"Chanticleer is a foolhardy farm rooster who believes his crows can actually make the sun come up and shine. When the sun rises one morning without Chanticleer's crow, he leaves the farm in disgrace and runs off to become a rock 'n' roll singer. But in his absence, a sinister, sunshine-hating owl prepares to take over.",1991-08-02,13.57,6.188,279
9466,14013,BASEketball,"Two losers from Milwaukee, Coop and Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Theirs is the only team standing in the way of major rule changes that the owner of a rival team wants to institute.",1998-07-28,13.57,6.106,570
9467,615678,Thunder Force,"In a world where supervillains are commonplace, two estranged childhood best friends reunite after one devises a treatment that gives them powers to protect their city.",2021-04-09,13.569,5.494,1221
9468,14560,Paul Blart: Mall Cop,"Mild-mannered Paul Blart has always had huge dreams of becoming a State Trooper. Until then, he patrols the local mall as a security guard. With his closely cropped moustache, personal transporter and gung-ho attitude, only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained, unarmed and a super-size target, Blart has to become a real cop to save the day.",2009-01-15,13.566,5.4,2476
9469,1247031,Federer: Twelve Final Days,"Originally a home video never intended for public viewing, this film captures the final chapter in Roger Federer's legendary tennis career, featuring Roger, his family, and his three main rivals: Rafael Nadal, Novak Djokovic, and Andy Murray.",2024-06-13,13.565,7.6,50
9470,1026368,Beyond Conversion,BEYOND CONVERSION is a deep-dive into conversion therapy in Aotearoa through the eyes of Kiwi conversion therapy survivors.,2022-10-11,13.565,1.0,1
9471,14208,The Librarian: Return to King Solomon's Mines,"After retrieving the Crystal Skull in Utah, Flynn Carsen receives a map in the mail with the secret location of King Solomon's Mines. When the scroll is stolen, Judson explains the power of the Key of Solomon's book and assigns Flynn to retrieve the map. The map is useless without the legend piece to decipher it, which is located in Volubilis near the Roman ruins in Morocco. Flynn heads to Casablanca to the ruins where he is chased by a group of mercenaries leaded by General Samir. They too want to find the location of King Solomon's mines. Flynn teams-up with Professor Emily Davenport working in the dig and they escape from General Samir and his men. While traveling to Gedi, they save the local Jomo from death and the trio faces a dangerous journey through the wild Africa.",2006-09-09,13.565,6.246,566
9472,401847,Can You Ever Forgive Me?,"When a bestselling celebrity biographer is no longer able to get published because she has fallen out of step with current tastes, she turns her art form to deception.",2018-10-19,13.563,6.813,1245
9473,1338704,Van Gogh: Poets & Lovers,"200 years after its opening and a century after acquiring its first Van Gogh works, the National Gallery is hosting the UK’s biggest ever Van Gogh exhibition. Van Gogh is not only one of the most beloved artists of all time, but perhaps the most misunderstood. This film is a chance to reexamine and better understand this iconic artist. Focusing on his unique creative process, Van Gogh: Poets & Lovers explores the artist’s years in the south of France, where he revolutionised his style. Van Gogh became consumed with a passion for storytelling in his art, turning the world around him into vibrant, idealised spaces and symbolic characters.",2024-11-06,13.562,0.0,0
9474,317198,Bad Hair Day,"Monica is desperate to be prom queen, but on the big night, her hair is an uncontrollable mess. Meanwhile, FBI agent Liz Morgan is on the hunt for a jewel thief who is looking for a stolen necklace, which Monica has in her possession. Soon, she and the agent chase the jewel thief, and she's whizzed on a wild adventure in the city.",2015-02-13,13.562,6.5,280
9475,19760,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",1996-01-12,13.562,4.862,87
9476,647785,Debt Collectors,"A pair of debt collectors are thrust into an explosively dangerous situation, chasing down various lowlifes while also evading a vengeful kingpin.",2020-05-29,13.561,6.2,229
9477,508081,Young Mom,"A middle-aged man who lives with his song marries a sexy, young Korean-American woman. The son finds his father uncomfortable, but is drawn to his new step-mother.",2017-02-28,13.561,1.0,1
9478,722149,Luther: The Fallen Sun,"A gruesome serial killer is terrorizing London while brilliant but disgraced detective John Luther sits behind bars. Haunted by his failure to capture the cyber psychopath who now taunts him, Luther decides to break out of prison to finish the job by any means necessary.",2023-02-24,13.56,6.7,908
9479,333667,Rock Dog,"When a radio falls from the sky into the hands of a wide-eyed Tibetan Mastiff, he leaves home to fulfill his dream of becoming a musician, setting into motion a series of completely unexpected events.",2016-07-08,13.559,6.2,287
9480,582927,I'm No Longer Here,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",2019-10-21,14.043,7.9,485
9481,12519,Sirens,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",1994-03-04,13.284,5.6,142
9482,820912,Persuasion,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth - the dashing one she once sent away - crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",2022-07-01,12.306,6.0,583
9483,13682,Pooh's Heffalump Movie,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",2005-02-11,14.784,6.8,443
9484,102398,Rebel in Town,"Ex-Confederate Bedloe Mason and his four sons ride into a small Western town with robbery in mind. Hearing a suspicious ""click,"" Wes Mason whirls and shoots dead a boy playing with a cap pistol. The Mason clan then flees but Gray Mason, feeling remorse, decides to return to the town. He winds up at the home of John and Nora Willoughby who, unknown to him, are parents of the dead boy. Nora recognizes him as one of the Confederates but keeps quiet, wishing to avoid more violence. However, when John learns of Gray's true identity, he determines to avenge his son's death",1956-07-30,18.974,7.0,6
9485,425194,The Little Witch,The little witch is only 127 years old – too young for the annual coven of witches. Although she is not yet old enough to be a real witch she wants to become a really good one. This decision causes trouble inside her magic world.,2018-02-01,12.79,6.989,133
9486,1042976,Ang Buhay at Pag-ibig ni Dr. Jose Rizal,,1956-06-18,18.971,0.0,0
9487,63700,My Babysitter's a Vampire,"Geeky 14-year old Ethan is left to babysit his younger sister, Jane, with his best friend Benny but after Ethan inadvertently puts Jane in harm's way, his parents hire a professional babysitter, the beautiful yet mysterious 17-year-old Sarah who, unbeknownst to them, is actually a fledgling vampire.",2010-10-09,12.034,7.0,390
9488,974713,Nay Varan Bhat Loncha Kon Nai Koncha,"This movie is a brutal look at coming of age in a city whose citizens have been famished by brutality and sin for centuries. It is said that the night sky of Mumbai has been forever haunted - hiding the beautiful twinkling stars by the curse of countless lives lost in a ruthlessly expanding city. The film, soaked in the fog of these ancestors, explores what it takes to grow up in a deprived community, looking to satiate the hunger of one's soul. Enacted by two young souls, The film is a director's masterpiece.",2022-01-14,15.11,7.5,2
9489,342588,The Empire of Corpses,"The story takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent. However, Watson lives in a world where ""Frankensteins""—human corpses that are re-purposed with a false soul in order to use them as laborers—are used to improve industrial development.",2015-10-02,14.727,6.0,98
9490,238675,Love Is in the Green Wind,A youthful film depicting the sexual awakening of a boy who has just entered adolescence and his heartbreaking romance during the summer holidays with a young sprightly girl.,1974-11-23,13.592,10.0,2
9491,10652,Hamburger Hill,"The men of Bravo Company are facing a battle that's all uphill… up Hamburger Hill. Fourteen war-weary soldiers are battling for a mud-covered mound of earth so named because it chews up soldiers like chopped meat. They are fighting for their country, their fellow soldiers and their lives. War is hell, but this is worse. Hamburger Hill tells it the way it was, the way it really was. It's a raw, gritty and totally unrelenting dramatic depiction of one of the fiercest battles of America's bloodiest war. This happened. Hamburger Hill - war at its worst, men at their best.",1987-08-07,18.955,6.553,453
9492,40724,Anne of Green Gables: The Sequel,"Anne Shirley, now a schoolteacher, has begun writing stories and collecting rejection slips. She acts as Diana's maid of honor, develops a relationship with Gilbert Blythe, and finds herself at Kingsport Ladies' College. But while Anne enjoys the battles and the friends she makes, she finds herself returning to Avonlea.",1987-05-19,14.531,7.961,115
9493,38073,Going the Distance,"Erin and Garrett are very much in love. When Erin moves to San Francisco to finish her journalism degree and Garrett stays behind in New York to work in the music industry, they gamely keep the romance alive with webcams and frequent-flyer miles. But just when it seems the lovers will soon be reunited, they each score a big break that could separate them for good.",2010-08-27,13.283,6.081,715
9494,1170608,Dune: Part Three,"The third entry in the Dune film series, adapted from Dune Messiah, the second in Frank Herbert's series of six novels.",,18.952,0.0,0
9495,96399,Outlaws - For Greater Glory,"A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.",2012-06-01,13.284,6.8,151
